Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,approx_sales,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Platform_year
30752,FIFA Soccer 2005,Sports,E,PS,EA Sports,EA Canada,,,0,,,,,,,2004,11
30753,FIFA Soccer 95,Sports,,GEN,EA Sports,Extended Play Productions,,,0,,,,,,,1994,7
30754,FIFA Soccer 96,Sports,E,SNES,EA Sports,Probe Entertainment Limited,9,,0,,,,,,,1995,6
30755,FIFA Soccer 96,Sports,E,SAT,EA Sports,Probe Entertainment Limited,,,0,,,,,,,1996,3
30756,FIFA Soccer 96,Sports,E,GG,Black Pearl,Probe Entertainment Limited,,,0,,,,,,,1995,6
30757,FIFA Soccer 96,Sports,E,GEN,EA Sports,Extended Play Productions,,,0,,,,,,,1995,8
30758,FIFA Soccer 96,Sports,,GB,EA Sports,Probe Entertainment Limited,,,0,,,,,,,1995,7
30760,FIFA Soccer 97,Sports,E,SNES,EA Sports,Rage Software,,,0,,,,,,,1996,7
30761,FIFA Soccer 97,Sports,E,SAT,EA Sports,EA Canada,,,0,,,,,,,1997,4
30763,FIFA Soccer 97,Sports,E,GEN,EA Sports,Extended Play Productions,,,0,,,,,,,1996,9
30764,FIFA Soccer 97,Sports,E,GB,Black Pearl,EA Canada,,,0,,,,,,,1996,8
30769,FIFA: Road to World Cup 98,Sports,E,SAT,EA Sports,Climax Group,,,0,,,,,,,1997,4
30771,FIFA: Road to World Cup 98,Sports,E,GB,THQ,Tiertex Design Studios,,,0,,,,,,,1997,9
30772,FIFA: Road to World Cup 98,Sports,,GEN,EA Sports,Extended Play Productions,,,0,,,,,,,1997,10
30773,FIFA: Road to World Cup 98,Sports,,SNES,EA Sports,Extended Play Productions,,,0,,,,,,,1998,9
30776,Fight Ippatsu! Juden-Chan!! CC,Adventure,,PSP,Russel,Russel,,,0,,,,,,,2010,7
30778,Fight Ippatsu! Juuden-chan!! CC,Adventure,,PSP,Russel,Russell,,,0,,,,,,,2010,7
30780,Fight Night,Sports,,7800,Atari,Atari,,,0,,,,,,,1988,3
30782,Fight Night Round 2004,Fighting,T,PS2,EA Sports,EA Sports,,,0,,,,,,,2004,5
30787,FightBox,Misc,,GBA,BBC Multimedia,Gamezlab,,,0,,,,,,,2004,4
30789,FightBox,Action,,PS2,BBC Multimedia,Gamezlab,,,0,,,,,,,2004,5
30790,Fighter's History,Fighting,,SNES,Data East,Data East,,,0,,,,,,,1994,5
30791,Fighter's History Dynamite,Fighting,,SAT,Data East,Data East,,,0,,,,,,,1997,4
30792,Fighters' Impact,Fighting,,PS,Taito,Taito Corporation,,,0,,,,,,,1997,4
30797,Fighting Force,Fighting,T,PSP,Unknown,Eidos Interactive,,,0,,,,,,,2011,8
30799,Fighting Force 2,Action,T,DC,Eidos Interactive,Core Design Ltd.,4.5,,0,,,,,,,1999,2
30800,Fighting Masters,Fighting,,GEN,Treco,Almanic Corp.,,,0,,,,,,,1992,5
30801,Fighting Run,Action,,PCE,Nichibutsu,Nichibutsu,,,0,,,,,,,1991,5
30802,Fighting Simulator: 2-in-1 Flying Warriors,Fighting,,GB,Culture Brain,Culture Brain,,,0,,,,,,,1992,4
30804,Fighting Street,Fighting,,PCE,NEC,Alfa System,,,0,,,,,,,1989,3
30808,Fila Decathlon,Sports,,GBA,THQ,Athletic Design AB,6.8,,0,,,,,,,2002,2
30814,Final Approach,Action,,2600,Apollo,Apollo,,,0,,,,,,,1982,6
30815,Final Approach,Adventure,,PS2,Princess Soft,Princess Soft,,,0,,,,,,,2004,5
30817,Final Armada,Action,,PSP,Unknown,I-Imagine,,,0,,,,,,,2007,4
30819,Final Blaster,Shooter,,PCE,Namco,Namco,,,0,,,,,,,1990,4
30823,Final Exam,Misc,,X360,Focus Home Interactive,Unknown,,,0,,,,,,,2013,9
30824,Final Exam,Misc,,PS3,Focus Home Interactive,Unknown,,,0,,,,,,,2013,8
30825,Final Fantasy,Role-Playing,,PS,Square Enix,SquareSoft,,,0,,,,,,,2003,10
30828,Final Fantasy,Misc,,GBA,Nintendo,Unknown,,,0,,,,,,,2004,4
30831,Final Fantasy Anthology: Europa Edition,Role-Playing,,PS,Electronic Arts,SquareSoft,,,0,,,,,,,2002,9
30835,Final Fantasy Extra Collection,Role-Playing,,PS,DigiCube,TOSE,,,0,,,,,,,1997,4
30838,Final Fantasy II,Role-Playing,,PS,Square Enix,SquareSoft,,,0,,,,,,,2003,10
30839,Final Fantasy II,Misc,,GBA,Nintendo,Unknown,,,0,,,,,,,2004,4
30840,Final Fantasy II,Misc,,PSP,Square Enix,Unknown,,,0,,,,,,,2007,4
30845,Final Fantasy IV,Role-Playing,,WS,Square,SquareSoft,,,0,,,,,,,2002,4
30846,Final Fantasy IV,Misc,,PSP,Square Enix,Unknown,,,0,,,,,,,2011,8
30847,Final Fantasy IV,Misc,,Wii,Square Enix,Unknown,,,0,,,,,,,2010,5
30848,Final Fantasy IV,Misc,,GBA,Square Enix,Unknown,,,0,,,,,,,2005,5
30849,Final Fantasy IV,Misc,,TG16,ArtDink,Unknown,,,0,,,,,,,1993,7
30854,Final Fantasy Legend II,Role-Playing,,GB,Square,SquareSoft,8,,0,,,,,,,1991,3
30855,Final Fantasy Mystic Quest,Role-Playing,,SNES,Square,SquareSoft,,,0,,,,,,,1992,3
30857,Final Fantasy Origins,Role-Playing,T,PS,Square Enix,TOSE,8.3,,0,,,,,,,2003,10
30861,Final Fantasy Tactics,Misc,,PSP,Square Enix,Unknown,,,0,,,,,,,2007,4
30868,Final Fantasy VI,Misc,,GBA,Nintendo,Unknown,,,0,,,,,,,2007,7
30873,Final Fantasy VII Remake,Role-Playing,,PS4,Square Enix,Square Enix,,,0,,,,,,,2019,7
30875,Final Fantasy X HD,Role-Playing,,PS3,Square Enix,Square Enix,,,0,,,,,,,2009,4
30877,Final Fantasy X/X-2 Ultimate Box,Role-Playing,,PS2,Square Enix,Square Enix,,,0,,,,,,,2005,6
30879,Final Fantasy XI: A Moogle Kupo d'Etat,Role-Playing,,PS2,Square Enix,Square Enix,,,0,,,,,,,2009,10
30880,Final Fantasy XI: A Moogle Kupo d'Etat,Role-Playing,,X360,Square Enix,Square Enix,,,0,,,,,,,2009,5
30885,Final Fantasy XI: The Vana'diel Collection,Role-Playing,,PS2,Square Enix,Square Enix,,,0,,,,,,,2007,8
30888,Final Fantasy XI: Treasures of Aht Urhgan,Role-Playing,T,PS2,Square Enix,Square Enix,9,,0,,,,,,,2006,7
30892,Final Fantasy XI: Vana'diel Collection 2,Role-Playing,,PS2,Square Enix,Square Enix,,,0,,,,,,,2009,10
30895,Final Fantasy XI: Wings of the Goddess,Role-Playing,,PS2,Square Enix,Square Enix,,,0,,,,,,,2007,8
30898,Final Fight,Misc,,GBA,Capcom,Unknown,,,0,,,,,,,2001,1
30899,Final Fight,Misc,,SCD,Sega,Unknown,,,0,,,,,,,1993,3
30900,Final Fight,Misc,,ZXS,U.S. Gold,Unknown,,,0,,,,,,,1991,10
30906,Final Fight,Misc,,WiiU,Capcom,Unknown,,,0,,,,,,,2013,2
30908,Final Fight 2,Misc,,WiiU,Capcom,Unknown,,,0,,,,,,,2013,2
30909,Final Fight 3,Action,T,SNES,Capcom,Capcom,,,0,,,,,,,1995,6
30911,Final Fight 3,Misc,,WiiU,Capcom,Unknown,,,0,,,,,,,2013,2
30912,Final Fight CD,Action,,SCD,Sega,Sega,,,0,,,,,,,1993,3
30913,Final Fight Guy,Action,,SNES,Capcom,Capcom,,,0,,,,,,,1994,5
30914,Final Fight Revenge,Fighting,,SAT,Capcom,Capcom,,,0,,,,,,,2000,7
30918,Final Lap,Racing,,NES,Namco,Namco,,,0,,,,,,,1988,4
30919,Final Lap 2000,Racing,,WS,Bandai,Bandai,,,0,,,,,,,2000,2
30920,Final Lap Special,Racing,,WS,Bandai,Bandai,,,0,,,,,,,2001,3
30921,Final Lap Twin,Racing,,PCE,NEC,Namco,,,0,,,,,,,1989,3
30922,Final Match Tennis,Sports,,PCE,Human Entertainment,Human Entertainment,,,0,,,,,,,1991,5
30923,Final Reverse,Shooter,,GB,Toei Animation,Shouei,,,0,,,,,,,1991,3
30927,Final Soldier,Shooter,,PCE,Hudson Soft,Now Production,,,0,,,,,,,1991,5
30929,Final Zone,Action,,GEN,Renovation,Wolf Team,,,0,,,,,,,1990,3
30930,Final Zone II,Action,,PCE,Nippon Telenet,"Renovation Products, Inc.",,,0,,,,,,,1990,4
30931,Find Love 2: Rhapsody,Simulation,,SAT,Daiki,Daiki,,,0,,,,,,,1998,5
30932,Find Love 2: The Prologue,Misc,,SAT,Daiki,Daiki,,,0,,,,,,,1998,5
30939,Finger Flashing,Puzzle,,PS,Affect,Affect,,,0,,,,,,,1999,6
30942,Finkles Adventure,Puzzle,,Wii,Unknown,,,,0,,,,,,,2014,9
30945,Fire & Ice,Platform,,MS,Tec Toy,Tec Toy,,,0,,,,,,,1993,8
30946,Fire & Forget II,Racing,,MS,Titus,Titus Software,,,0,,,,,,,1990,5
30947,Fire Emblem Gaiden,Strategy,,NES,Nintendo,Intelligent Systems,,,0,,,,,,,1992,8
30949,Fire Emblem: Ankoku Ryu to Hikari no Tsurugi,Strategy,,NES,Nintendo,Intelligent Systems,,,0,,,,,,,1990,6
30951,Fire Emblem: Ankoku Ryu to Hikari no Tsurugi,Misc,,3DS,Nintendo,Intelligent Systems,,,0,,,,,,,2012,2
30953,Fire Emblem: Seisen no Keifu,Role-Playing,,SNES,Nintendo,Intelligent Systems,,,0,,,,,,,1996,7
30957,Fire Fighter,Action,,2600,Imagic,Imagic,,,0,,,,,,,1982,6
30958,Fire Fly,Action,,2600,Mythicon,Mythicon,,,0,,,,,,,1983,7
30959,Fire Mustang,Shooter,,GEN,Taito,NMK,,,0,,,,,,,1991,4
30962,Fire Pro Wrestling D,Fighting,,DC,Spike,S-Neo,,,0,,,,,,,2001,4
30963,Fire Pro Wrestling Returns,Misc,,PS3,Sony Computer Entertainment,Unknown,,,0,,,,,,,2013,8
30964,Fire ProWrestling 2,Fighting,T,GBA,BAM! Entertainment,Spike,7.8,,0,,,,,,,2002,2
30965,Fire ProWrestling 2nd Bout,Fighting,,PCE,Human Entertainment,Human Entertainment,,,0,,,,,,,1991,5
30967,Fire ProWrestling 3: Legend Bout,Fighting,,PCE,Human Entertainment,Human Entertainment,,,0,,,,,,,1992,6
30969,Fire ProWrestling for WonderSwan,Fighting,,WS,Kaga Tech,Human Club,,,0,,,,,,,2000,2
30970,Fire ProWrestling Iron Slam '96,Fighting,,PS,Human Entertainment,S-Neo,,,0,,,,,,,1996,3
30971,Fire ProWrestling Z,Fighting,,PS2,Spike,Spike,,,0,,,,,,,2003,4
30972,Fire ProWrestling: Combination Tag,Fighting,,PCE,Human Entertainment,Human Entertainment,,,0,,,,,,,1989,3
30974,Fire Shark,Shooter,,GEN,DreamWorks Interactive,Toaplan,,,0,,,,,,,1990,3
30975,Fire Woman Matoigumi,Adventure,,PCFX,NEC,NEC,,,0,,,,,,,1996,3
30976,Fireblade,Action,,GBA,Midway Games,Midway Games,,,0,,,,,,,2003,3
30985,Firehawk,Action,,NES,Camerica,Codemasters,,,0,,,,,,,1991,7
30988,Firepower 2000,Shooter,,SNES,Sunsoft,Sales Curve Interactive,,,0,,,,,,,1992,3
30989,Firestriker,Action,,SNES,DTMC,Axes Art Amuse,,,0,,,,,,,1994,5
30992,Firewatch,Adventure,M,PS4,Campo Santo,Campo Santo,8.2,,0,,,,,,,2016,4
30996,Fire'n Ice,Adventure,,NES,Tecmo,Tecmo,,,0,,,,,,,1993,9
30998,First Kiss * Monogatari,Adventure,,PCFX,HuneX,HuneX,,,0,,,,,,,1998,5
30999,First Kiss * Monogatari 2,Adventure,,DC,Broccoli,Broccoli,,,0,,,,,,,2002,5
31000,First Queen IV: Varcia Senki,Role-Playing,,PS,Kure,Kure,,,0,,,,,,,1996,3
31002,First Samurai,Action,,SNES,Kemco,Vivid Image,,,0,,,,,,,1993,4
31003,Fish Dude,Action,,GB,Sofel,Towachiki,,,0,,,,,,,1991,3
31004,Fish On,Sports,,3DS,ASCII Media Works,ASCII Media Works,,,0,,,,,,,2011,1
31021,Fisher Price: Firehouse Rescue,Misc,,NES,GameTek,Imagineering Inc.,,,0,,,,,,,1990,6
31022,Fisher Price: I Can Remember,Misc,,NES,GameTek,Beam Software,,,0,,,,,,,1990,6
31023,Fisher Price: Perfect Fit,Misc,,NES,GameTek,Beam Software,,,0,,,,,,,1990,6
31025,Fisherman's Bait: A Bass Challenge,Sports,E,PS,Konami,Konami Computer Entertainment Osaka,,,0,,,,,,,1999,6
31027,Fishing Freaks: BassRise for WonderSwan,Sports,,WS,Bandai,Bandai,,,0,,,,,,,2000,2
31028,Fishing Freaks: BassRise Plus,Sports,,PS,Bandai,Bandai,,,0,,,,,,,2000,7
31030,Fishing Koshien,Sports,,SAT,King Records,A-Wave,,,0,,,,,,,1996,3
31034,Fist of the North Star,Fighting,,GB,Electro Brain,Shouei,,,0,,,,,,,1990,2
31035,Fist of the North Star,Action,,NES,Taxan,Shouei,,,0,,,,,,,1989,5
31037,Fist Puncher,Misc,,X360,Adult Swim,Unknown,,,0,,,,,,,2013,9
31038,Fist Puncher,Misc,,Ouya,Adult Swim,Unknown,,,0,,,,,,,2014,2
31042,Fit Music,Misc,,Wii,Electric Dreams Software,Unknown,,,0,,,,,,,2012,7
31045,Fitness Fun,Sports,,PS2,505 Games,D3 Publisher,,,0,,,,,,,2006,7
31055,Fizz,Puzzle,,DS,Lexicon Entertainment,DK Games,,,0,,,,,,,2008,5
31058,Flame Over,Misc,,PSV,Laughing Jackal,Unknown,,,0,,,,,,,2015,5
31063,Flappy,Puzzle,,NES,Unknown,DB Soft,,,0,,,,,,,1985,1
31067,Flappy Special,Puzzle,,GB,Victor Interactive,Victor Interactive Software,,,0,,,,,,,1990,2
31069,Flash Gordon,Action,,2600,20th Century Fox Video Games,20th Century Fox Video Games,,,0,,,,,,,1983,7
31070,Flash Hiders,Fighting,,PCE,Right Stuff,Right Stuff,,,0,,,,,,,1993,7
31071,Flash Koibito-Kun,Puzzle,,WS,Koubunsha,Koto,,,0,,,,,,,2000,2
31072,Flash Sega Saturn: Ochikazuki-hen,Misc,,SAT,Sega,Sega,,,0,,,,,,,1996,3
31073,Flashback (2013),Misc,,PS3,Ubisoft,Unknown,,,0,,,,,,,2013,8
31074,Flashback (2013),Misc,,X360,Ubisoft,Unknown,,,0,,,,,,,2013,9
31076,Flashback: The Quest for Identity,Platform,,GEN,U.S. Gold,Delphine Software International,,,0,,,,,,,1993,6
31077,Flashback: The Quest for Identity,Platform,,SNES,U.S. Gold,Delphine Software International,,,0,,,,,,,1993,4
31078,Flashback: The Quest for Identity,Platform,,3DO,U.S. Gold,Delphine Software International,,,0,,,,,,,1995,3
31080,Flashback: The Quest for Identity,Platform,,SCD,U.S. Gold,Delphine Software International,,,0,,,,,,,1994,4
31085,Fleet Commander Vs.,Strategy,,GB,ASCII Entertainment,ASCII Entertainment,,,0,,,,,,,1991,3
31091,Flicky,Platform,,GEN,Sega,Sega,,,0,,,,,,,1991,4
31093,Flight Academy,Simulation,,XB,Unknown,Aqua Systems,,,0,,,,,,,2002,2
31098,Flight Control,Misc,,PS3,Firemint,Unknown,,,0,,,,,,,2011,6
31101,Flight of the Intruder,Action,,NES,Mindscape,Imagineering Inc.,,,0,,,,,,,1991,7
31108,Flink,Platform,E,SCD,Victory Lap Games,Psygnosis,,,0,,,,,,,1994,4
31115,Flip the Core,Misc,,3DS,Engine Software,Unknown,,,0,,,,,,,2012,2
31116,Flip the Core,Misc,,DSi,Engine Software,Unknown,,,0,,,,,,,2012,5
31120,Flipper 2,Misc,,DSi,Engine Software,Unknown,,,0,,,,,,,2012,5
31121,Flipper 2,Misc,,3DS,Engine Software,Unknown,,,0,,,,,,,2012,2
31129,Flipull,Puzzle,,GB,Taito,Taito Corporation,,,0,,,,,,,1990,2
31130,Flipull,Puzzle,,NES,Taito,Taito Corporation,,,0,,,,,,,1989,5
31131,Floating Cloud God Saves the Pilgrims,Misc,,PSP,Unknown,Unknown,,,0,,,,,,,2014,11
31132,Floating Cloud God Saves the Pilgrims,Misc,,PSV,Unknown,Unknown,,,0,,,,,,,2014,4
31137,Floigan Bros. Episode 1,Action,E,DC,Sega,Visual Concepts,6.9,,0,,,,,,,2001,4
31143,flOw,Simulation,E,PSP,Sony Computer Entertainment,SuperVillain Studios,,,0,,,,,,,2008,5
31144,flOw,Simulation,E,PS4,Sony Computer Entertainment,SuperVillain Studios,,,0,,,,,,,2013,1
31147,flower,Adventure,E,PSV,Sony Computer Entertainment America,Bluepoint Games,,,0,,,,,,,2013,3
31148,flower,Adventure,E,PS4,Sony Computer Entertainment,thatgamecompany,8.8,,0,,,,,,,2013,1
31160,Fluidity: Spin Cycle,Adventure,,3DS,Nintendo,Curve Studios,,,0,,,,,,,2012,2
31161,Flushed Away,Platform,E,PS2,D3 Publisher,Monkey Bar Games,,,0,,,,,,,2006,7
31162,Flushed Away,Platform,E,GBA,D3 Publisher,Altron,4.3,,0,,,,,,,2006,6
31164,Flux: Audio Visual Experience,Misc,,SCD,Virgin Interactive,EXP,,,0,,,,,,,1995,5
31169,Flying Dragon: The Secret Scroll,Adventure,,NES,Culture Brain,Culture Brain,,,0,,,,,,,1989,5
31170,Flying Nightmares,Simulation,,3DO,Domark Software,Domark,,,0,,,,,,,1994,2
31171,Flying Squadron,Action,,PS,Phoenix Games,Phoenix Games,,,0,,,,,,,2003,10
31172,Flying Turtle,Misc,,3DS,Sigma Ent. Inc.,Unknown,,,0,,,,,,,2014,4
31175,Flying Warriors,Action,,NES,Culture Brain,Culture Brain,,,0,,,,,,,1991,7
31180,Foes of Ali,Fighting,E,3DO,EA Sports,Gray Matter,,,0,,,,,,,1995,3
31185,Food Fight,Action,,7800,Atari,Atari,,,0,,,,,,,1986,1
31188,Football,Sports,,2600,Atari,Atari,,,0,,,,,,,1978,2
31189,Football Frenzy,Sports,,NG,SNK,SNK Corporation,,,0,,,,,,,1992,3
31190,Football Frenzy (CD),Sports,,NG,SNK,SNK Corporation,,,0,,,,,,,1994,5
31191,Football Fury,Sports,,SNES,Sammy Corporation,Aicom,,,0,,,,,,,1993,4
31193,Football Kingdom: Touring Edition,Sports,,PS2,Namco,Namco,,,0,,,,,,,2004,5
31208,For Symphony: With All One's Heart,Adventure,,DC,Takuyo,Takuyo,,,0,,,,,,,2003,6
31210,Force 21,Strategy,E,GB,Red Storm Entertainment,The Code Monkeys,,,0,,,,,,,2000,12
31212,FORCED,Misc,,PS3,BetaDwarf,Unknown,,,0,,,,,,,2020,15
31213,FORCED,Misc,,X360,BetaDwarf,Unknown,,,0,,,,,,,2020,16
31216,FORCED,Role-Playing,,XOne,BetaDwarf,BetaDwarf,,,0,,,,,,,2020,8
31223,Ford Truck Mania,Racing,E,PS,Gotham Games,Alpine Studios,,,0,,,,,,,2003,10
31225,Foreman For Real,Fighting,E,GB,Acclaim Entertainment,Software Creations,,,0,,,,,,,1995,7
31226,Foreman For Real,Fighting,E,GG,Acclaim Entertainment,Probe Entertainment Limited,,,0,,,,,,,1995,6
31227,Foreman For Real,Fighting,E,GEN,Acclaim Entertainment,Software Creations,,,0,,,,,,,1995,8
31228,Foreman For Real,Fighting,E,SNES,Acclaim Entertainment,Software Creations,,,0,,,,,,,1995,6
31229,Forest,Action,,2600,Unknown,Sancho,,,0,,,,,,,1983,7
31235,Forgotten Worlds,Shooter,,GEN,Sega,Sega,,,0,,,,,,,1989,2
31236,Forgotten Worlds,Shooter,,MS,Sega,Capcom,,,0,,,,,,,1991,6
31238,Forgotten Worlds,Shooter,,PCE,NEC Interchannel,Capcom,,,0,,,,,,,1992,6
31239,forma.8,Misc,,PSV,Mixedbag Srl,Unknown,,,0,,,,,,,2015,5
31240,forma.8,Misc,,PS4,Mixedbag Srl,Unknown,,,0,,,,,,,2015,3
31241,forma.8,Action,E10,WiiU,Mixedbag Srl,MixedBag srl,,,0,,,,,,,2015,4
31245,Formation Armed F,Shooter,,PCE,Pack-In-Video,Big Don,,,0,,,,,,,1990,4
31246,Formation Soccer '98: Ganbare Nippon in France,Sports,,PS,Human Entertainment,Human Club,,,0,,,,,,,1998,5
31247,Formation Soccer 2002,Sports,,GBA,Spike,Spike,,,0,,,,,,,2002,2
31248,Formation Soccer on J-League,Sports,,PCE,Human Entertainment,Human Entertainment,,,0,,,,,,,1994,8
31249,Formation Soccer: Human Cup '90,Sports,,PCE,Human Entertainment,Human Entertainment,,,0,,,,,,,1990,4
31251,Formula 1 Racing,Racing,,GB,Eidos Interactive,Tarantula Studios,,,0,,,,,,,1999,11
31252,Formula 1 Sensation,Racing,,NES,Unknown,Konami,,,0,,,,,,,2020,36
31254,Formula Karts: Special Edition,Racing,,PS,Telstar,Manic Media Productions,,,0,,,,,,,1997,4
31255,Formula Karts: Special Edition,Racing,,SAT,Sega,Manic Media Productions,,,0,,,,,,,1997,4
31256,Formula One,Action,,GG,Domark Software,Atari,,,0,,,,,,,1993,4
31257,Formula One 2005,Racing,,PS2,Sony Computer Entertainment,Studio Liverpool,7,,0,,,,,,,2005,6
31259,Formula One: Built to Win,Racing,,NES,Seta Corporation,Seta Corporation,,,0,,,,,,,1990,6
31262,Forsaken Fortress,Misc,,Lynx,Unknown,Unknown,,,0,,,,,,,2015,2016
31266,Fort Boyard,Action,,GB,Titus,Microids,,,0,,,,,,,2001,13
31269,Fort Defense North Menace,Misc,,PSV,8Floor,Unknown,,,0,,,,,,,2014,4
31271,Fortified Zone,Shooter,,GB,Jaleco,Jaleco Entertainment,,,0,,,,,,,1991,3
31272,Fortified Zone,Shooter,E,3DS,Jaleco,Jaleco Entertainment,,,0,,,,,,,2011,1
31277,Fortress of Fear: Wizards & Warriors X,Platform,,GB,Acclaim Entertainment,Rare Ltd.,,,0,,,,,,,1990,2
31284,Forty 4 Party,Misc,,PS2,505 Games,HuneX,,,0,,,,,,,2005,6
31289,Foster's Home for Imaginary Friends,Action,E,GBA,Crave Entertainment,Collision Studios,5.5,,0,,,,,,,2006,6
31290,Fotball Manager Handheld,Sports,,PSP,Sega,Sports Interactive,,,0,,,,,,,2006,3
31294,Fox's Peter Pan & the Pirates: The Revenge of Captain Hook,Platform,,NES,THQ,Equilibrium,,,0,,,,,,,1991,7
31299,Fractured Soul,Shooter,E10,DS,Graffiti,Endgame Studios,,,0,,,,,,,2012,9
31300,Fractured Soul,Shooter,RP,3DS,Ignition Entertainment,UTV Ignition Games,,,0,,,,,,,2012,2
31303,Fragments Blue,Adventure,,PS2,Kadokawa Shoten,SilverBullet,,,0,,,,,,,2006,7
31304,Fragrance Tale,Adventure,,DC,Takuyo,Takuyo,,,0,,,,,,,2001,4
31305,Frame Gride,Fighting,,DC,From Software,From Software,8.6,,0,,,,,,,1999,2
31306,Frank Herbert's Dune,Adventure,,PS2,Cryo Interactive,WideScreen Games,,,0,,,,,,,2001,2
31308,Frank Thomas Big Hurt Baseball,Sports,E,SNES,Acclaim Entertainment,Iguana Entertainment,,,0,,,,,,,1995,6
31309,Frank Thomas Big Hurt Baseball,Sports,E,SAT,Acclaim Entertainment,Iguana Entertainment,,,0,,,,,,,1996,3
31310,Frank Thomas Big Hurt Baseball,Sports,E,GB,Acclaim Entertainment,Realtime Associates,,,0,,,,,,,1995,7
31311,Frank Thomas Big Hurt Baseball,Sports,E,GG,Acclaim Entertainment,Realtime Associates,,,0,,,,,,,1995,6
31313,Frank Thomas Big Hurt Baseball,Sports,E,GEN,Acclaim Entertainment,Iguana Entertainment,,,0,,,,,,,1995,8
31314,Frankenstein: The Monster Returns,Action,,NES,Bandai,Bandai,,,0,,,,,,,1991,7
31315,Franklin: A Birthday Surprise,Misc,,GC,Game Factory,Neko Entertainment,,,0,,,,,,,2006,6
31316,"Franky, Joe & Dirk: On The Tiles",Puzzle,,GB,Elite,Audio Visual Magic,,,0,,,,,,,1993,5
31317,Frantic Flea,Action,E,SNES,GameTek,Haus Teknikka,,,0,,,,,,,1996,7
31319,Fray CD: Xak Gaiden,Role-Playing,,PCE,Micro Cabin,Micro Cabin,,,0,,,,,,,1994,8
31320,Fray: Shuugyouhen,Role-Playing,,GG,Micro Cabin,Micro Cabin,,,0,,,,,,,1991,2
31324,Freak Out - Extreme Freeride,Sports,,PSP,Unknown,ColdWood Interactive,,,0,,,,,,,2007,4
31329,"Freakyforms: Your Creations, Alive!",Action,E,3DS,Nintendo,Nintendo,,,0,,,,,,,2011,1
31330,Fred Couples Golf,Sports,E,GG,Sega,Sega,,,0,,,,,,,1994,5
31345,Frederic: Resurrection of Music,Action,,WiiU,Forever Entertainment S.A.,Forever Entertainment S.A.,,,0,,,,,,,2014,3
31349,Free Running,Sports,,PS2,Reef Entertainment,Rebellion Developments,,,0,,,,,,,2007,8
31353,FreeCell - Solitaire Connection,Misc,,3DS,CIRCLE Entertainment,Unknown,,,0,,,,,,,2012,2
31355,FreeCell FULL GAME,Misc,,PSV,Namco Bandai Games,Unknown,,,0,,,,,,,2013,3
31357,FreeCell Solitaire,Misc,,3DS,Agetec,Unknown,,,0,,,,,,,2012,2
31358,Freecell Solitaire Pro,Misc,,3DS,Enjoy Gaming ltd.,Unknown,,,0,,,,,,,2012,2
31359,FreeCell Solitaire!,Misc,,3DS,Cerasus Media,Unknown,,,0,,,,,,,2013,3
31360,FreeCell!,Misc,,Wii,Natsume,Unknown,,,0,,,,,,,2012,7
31361,Freecell+,Misc,,Wii,D4 Enterprise,Unknown,,,0,,,,,,,2012,7
31363,FreeCell.,Misc,,3DS,Virtual Playground,Unknown,,,0,,,,,,,2013,3
31368,Freedom Force,Shooter,,NES,Sunsoft,SunSoft,,,0,,,,,,,1988,4
31372,Freestyle Street Soccer,Sports,T,GC,Acclaim Entertainment,Silicon Dreams,4.3,,0,,,,,,,2004,4
31384,Friday the 13th,Action,,NES,LJN,Pack-In Video,,,0,,,,,,,1989,5
31387,Friends: Seishun no Kagayaki,Adventure,,SAT,NEC Interchannel,NEC Interchannel,,,0,,,,,,,1999,6
31388,Friends: Seishun no Kagayaki,Adventure,,PS2,NEC Interchannel,NEC Interchannel,,,0,,,,,,,2004,5
31389,Frisbee Disc Freestyle / Frisbee Disc Golf,Sports,E,GBA,DSI Games,Destination Software,,,0,,,,,,,2007,7
31390,Frisky Tom,Action,,GB,Nichibutsu,Nichibutsu,,,0,,,,,,,1995,7
31397,Frobisher Says!,Misc,,PSV,Sony Computer Entertainment America,Unknown,,,0,,,,,,,2013,3
31401,Frog Toss,Misc,,X360,Press Play,Unknown,,,0,,,,,,,2014,10
31402,Frogger,Action,E,SNES,Majesco,Morning Star Multimedia,,,0,,,,,,,1998,9
31403,Frogger,Action,E,GB,Majesco,Majesco Games,,,0,,,,,,,1998,10
31405,Frogger,Action,,5200,Parker Bros.,Parker Brothers,,,0,,,,,,,1983,2
31406,Frogger,Action,E,GEN,Majesco,Morning Star Multimedia,,,0,,,,,,,1998,11
31408,Frogger (GBC),Action,E,GB,Majesco,Morning Star Multimedia,,,0,,,,,,,1998,10
31410,Frogger 2: Swampy's Revenge,Action,E,DC,Hasbro Interactive,Hasbro Interactive,7.4,,0,,,,,,,2000,3
31412,Frogger Beyond,Platform,,PS2,Konami,Konami,,,0,,,,,,,2003,4
31414,Frogger II: Threeedeep!,Action,,5200,Parker Bros.,Parker Brothers,,,0,,,,,,,1984,3
31422,From TV Animation One Piece: Chopper no Daibouken,Role-Playing,,WS,Bandai,Bandai,,,0,,,,,,,2003,5
31423,From TV Animation One Piece: Grand Battle Swan Colosseum,Fighting,,WS,Bandai,Bandai,,,0,,,,,,,2002,4
